Category,Context,Question,Expected_Answer,Model,Model_Answer,Cosine_Similarity,Exact_Match,F1_Score,,Average of Cosine Similarity of DistilBERT,Average of Cosine Similarity of BERT,Average of Cosine Similarity of RoBERTa,Average of Cosine Similarity of Sentence-BERT,Average of Cosine Similarity of LDA,,Average of Exact Match of DistilBERT,Average of Exact Match of BERT,Average of Exact Match of RoBERTa,Average of Exact Match of Sentence-BERT,Average of Exact Match of LDA,,Average of F1 Score of  DistilBERT,Average of F1 Score of  BERT,Average of F1 Score of  RoBERTa,Average of F1 Score of  Sentence-BERT,Average of F1 Score of  LDA
medical conditions,"Pediatric medicine addresses unique conditions from prematurity (affecting 1 in 10 US births) to childhood cancers (like ALL—the most common pediatric cancer). Neonatal ICUs now save 90% of infants born at 28 weeks, though long-term neurodevelopmental risks remain. Autism spectrum disorder affects 1 in 36 children, with early behavioral intervention showing significant benefits. Vaccine-preventable diseases (measles, polio) resurge in anti-vaccine hotspots. The global pediatric healthcare market will reach $14 trillion by 2027. Challenges include drug dosing complexities—75% of medications lack proper pediatric testing. Telemedicine improves specialist access for rural families. Advances like gene therapy for spinal muscular atrophy given within weeks of birth prevent disease progression entirely in some cases.",How common is autism spectrum disorder?,1 in 36 children,Sentence-BERT,"Autism spectrum disorder affects 1 in 36 children, with early behavioral intervention showing significant benefits",0.3613175,0,0.315789474,,,,,,,,,,,,,,,,,,
medical conditions,"Pediatric medicine addresses unique conditions from prematurity (affecting 1 in 10 US births) to childhood cancers (like ALL—the most common pediatric cancer). Neonatal ICUs now save 90% of infants born at 28 weeks, though long-term neurodevelopmental risks remain. Autism spectrum disorder affects 1 in 36 children, with early behavioral intervention showing significant benefits. Vaccine-preventable diseases (measles, polio) resurge in anti-vaccine hotspots. The global pediatric healthcare market will reach $14 trillion by 2027. Challenges include drug dosing complexities—75% of medications lack proper pediatric testing. Telemedicine improves specialist access for rural families. Advances like gene therapy for spinal muscular atrophy given within weeks of birth prevent disease progression entirely in some cases.",How common is autism spectrum disorder?,1 in 36 children,LDA,"Autism spectrum disorder affects 1 in 36 children, with early behavioral intervention showing significant benefits",0.3613175,0,0.315789474,,,,,,,,,,,,,,,,,,
medical conditions,"Pediatric medicine addresses unique conditions from prematurity (affecting 1 in 10 US births) to childhood cancers (like ALL—the most common pediatric cancer). Neonatal ICUs now save 90% of infants born at 28 weeks, though long-term neurodevelopmental risks remain. Autism spectrum disorder affects 1 in 36 children, with early behavioral intervention showing significant benefits. Vaccine-preventable diseases (measles, polio) resurge in anti-vaccine hotspots. The global pediatric healthcare market will reach $14 trillion by 2027. Challenges include drug dosing complexities—75% of medications lack proper pediatric testing. Telemedicine improves specialist access for rural families. Advances like gene therapy for spinal muscular atrophy given within weeks of birth prevent disease progression entirely in some cases.",What breakthrough treats spinal muscular atrophy in newborns?,Gene therapy administered weeks after birth,DistilBERT,gene therapy,0.74476755,0,0.5,,,,,,,,,,,,,,,,,,
medical conditions,"Pediatric medicine addresses unique conditions from prematurity (affecting 1 in 10 US births) to childhood cancers (like ALL—the most common pediatric cancer). Neonatal ICUs now save 90% of infants born at 28 weeks, though long-term neurodevelopmental risks remain. Autism spectrum disorder affects 1 in 36 children, with early behavioral intervention showing significant benefits. Vaccine-preventable diseases (measles, polio) resurge in anti-vaccine hotspots. The global pediatric healthcare market will reach $14 trillion by 2027. Challenges include drug dosing complexities—75% of medications lack proper pediatric testing. Telemedicine improves specialist access for rural families. Advances like gene therapy for spinal muscular atrophy given within weeks of birth prevent disease progression entirely in some cases.",What breakthrough treats spinal muscular atrophy in newborns?,Gene therapy administered weeks after birth,BERT,gene therapy,0.74476755,0,0.5,,,,,,,,,,,,,,,,,,
medical conditions,"Pediatric medicine addresses unique conditions from prematurity (affecting 1 in 10 US births) to childhood cancers (like ALL—the most common pediatric cancer). Neonatal ICUs now save 90% of infants born at 28 weeks, though long-term neurodevelopmental risks remain. Autism spectrum disorder affects 1 in 36 children, with early behavioral intervention showing significant benefits. Vaccine-preventable diseases (measles, polio) resurge in anti-vaccine hotspots. The global pediatric healthcare market will reach $14 trillion by 2027. Challenges include drug dosing complexities—75% of medications lack proper pediatric testing. Telemedicine improves specialist access for rural families. Advances like gene therapy for spinal muscular atrophy given within weeks of birth prevent disease progression entirely in some cases.",What breakthrough treats spinal muscular atrophy in newborns?,Gene therapy administered weeks after birth,RoBERTa,gene therapy,0.74476755,0,0.5,,,,,,,,,,,,,,,,,,
medical conditions,"Pediatric medicine addresses unique conditions from prematurity (affecting 1 in 10 US births) to childhood cancers (like ALL—the most common pediatric cancer). Neonatal ICUs now save 90% of infants born at 28 weeks, though long-term neurodevelopmental risks remain. Autism spectrum disorder affects 1 in 36 children, with early behavioral intervention showing significant benefits. Vaccine-preventable diseases (measles, polio) resurge in anti-vaccine hotspots. The global pediatric healthcare market will reach $14 trillion by 2027. Challenges include drug dosing complexities—75% of medications lack proper pediatric testing. Telemedicine improves specialist access for rural families. Advances like gene therapy for spinal muscular atrophy given within weeks of birth prevent disease progression entirely in some cases.",What breakthrough treats spinal muscular atrophy in newborns?,Gene therapy administered weeks after birth,Sentence-BERT,Advances like gene therapy for spinal muscular atrophy given within weeks of birth prevent disease progression entirely in some cases,0.64440775,0,0.307692308,,,,,,,,,,,,,,,,,,
medical conditions,"Pediatric medicine addresses unique conditions from prematurity (affecting 1 in 10 US births) to childhood cancers (like ALL—the most common pediatric cancer). Neonatal ICUs now save 90% of infants born at 28 weeks, though long-term neurodevelopmental risks remain. Autism spectrum disorder affects 1 in 36 children, with early behavioral intervention showing significant benefits. Vaccine-preventable diseases (measles, polio) resurge in anti-vaccine hotspots. The global pediatric healthcare market will reach $14 trillion by 2027. Challenges include drug dosing complexities—75% of medications lack proper pediatric testing. Telemedicine improves specialist access for rural families. Advances like gene therapy for spinal muscular atrophy given within weeks of birth prevent disease progression entirely in some cases.",What breakthrough treats spinal muscular atrophy in newborns?,Gene therapy administered weeks after birth,LDA,Advances like gene therapy for spinal muscular atrophy given within weeks of birth prevent disease progression entirely in some cases,0.64440775,0,0.307692308,,,,,,,,,,,,,,,,,,
medical conditions,"Aging-related conditions—frailty, dementia, polypharmacy—affect 15% of those over 65 globally. Sarcopenia (muscle loss) causes 50% of mobility impairments in seniors. Multimorbidity (average 4+ chronic conditions in elderly) complicates treatment. The global elderly care market will reach $2.7 trillion by 2030. Geroscience explores rapamycin and metformin to delay aging processes. Fall prevention programs reduce hip fractures by 25% through home modifications and balance training. Telemonitoring detects health declines via wearable sensors alerting caregivers. Japan leads in robotics assisting with elder care tasks. Challenges include caregiver shortages—the US needs 3.5 million more caregivers by 2030. Medicare now covers comprehensive geriatric assessments to optimize care plans.",What percentage of seniors experience geriatric syndromes?,15% of those over 65,DistilBERT,50%,0.633119,0,0,,,,,,,,,,,,,,,,,,
medical conditions,"Aging-related conditions—frailty, dementia, polypharmacy—affect 15% of those over 65 globally. Sarcopenia (muscle loss) causes 50% of mobility impairments in seniors. Multimorbidity (average 4+ chronic conditions in elderly) complicates treatment. The global elderly care market will reach $2.7 trillion by 2030. Geroscience explores rapamycin and metformin to delay aging processes. Fall prevention programs reduce hip fractures by 25% through home modifications and balance training. Telemonitoring detects health declines via wearable sensors alerting caregivers. Japan leads in robotics assisting with elder care tasks. Challenges include caregiver shortages—the US needs 3.5 million more caregivers by 2030. Medicare now covers comprehensive geriatric assessments to optimize care plans.",What percentage of seniors experience geriatric syndromes?,15% of those over 65,BERT,50%,0.633119,0,0,,,,,,,,,,,,,,,,,,
medical conditions,"Aging-related conditions—frailty, dementia, polypharmacy—affect 15% of those over 65 globally. Sarcopenia (muscle loss) causes 50% of mobility impairments in seniors. Multimorbidity (average 4+ chronic conditions in elderly) complicates treatment. The global elderly care market will reach $2.7 trillion by 2030. Geroscience explores rapamycin and metformin to delay aging processes. Fall prevention programs reduce hip fractures by 25% through home modifications and balance training. Telemonitoring detects health declines via wearable sensors alerting caregivers. Japan leads in robotics assisting with elder care tasks. Challenges include caregiver shortages—the US needs 3.5 million more caregivers by 2030. Medicare now covers comprehensive geriatric assessments to optimize care plans.",What percentage of seniors experience geriatric syndromes?,15% of those over 65,RoBERTa,15%,0.688119,0,0.333333333,,,,,,,,,,,,,,,,,,
medical conditions,"Aging-related conditions—frailty, dementia, polypharmacy—affect 15% of those over 65 globally. Sarcopenia (muscle loss) causes 50% of mobility impairments in seniors. Multimorbidity (average 4+ chronic conditions in elderly) complicates treatment. The global elderly care market will reach $2.7 trillion by 2030. Geroscience explores rapamycin and metformin to delay aging processes. Fall prevention programs reduce hip fractures by 25% through home modifications and balance training. Telemonitoring detects health declines via wearable sensors alerting caregivers. Japan leads in robotics assisting with elder care tasks. Challenges include caregiver shortages—the US needs 3.5 million more caregivers by 2030. Medicare now covers comprehensive geriatric assessments to optimize care plans.",What percentage of seniors experience geriatric syndromes?,15% of those over 65,Sentence-BERT,"Aging-related conditions—frailty, dementia, polypharmacy—affect 15% of those over 65 globally",0.32922375,0,0.666666667,,,,,,,,,,,,,,,,,,
medical conditions,"Aging-related conditions—frailty, dementia, polypharmacy—affect 15% of those over 65 globally. Sarcopenia (muscle loss) causes 50% of mobility impairments in seniors. Multimorbidity (average 4+ chronic conditions in elderly) complicates treatment. The global elderly care market will reach $2.7 trillion by 2030. Geroscience explores rapamycin and metformin to delay aging processes. Fall prevention programs reduce hip fractures by 25% through home modifications and balance training. Telemonitoring detects health declines via wearable sensors alerting caregivers. Japan leads in robotics assisting with elder care tasks. Challenges include caregiver shortages—the US needs 3.5 million more caregivers by 2030. Medicare now covers comprehensive geriatric assessments to optimize care plans.",What percentage of seniors experience geriatric syndromes?,15% of those over 65,LDA,Sarcopenia (muscle loss) causes 50% of mobility impairments in seniors,0.11088428,0,0.133333333,,,,,,,,,,,,,,,,,,
medical conditions,"Aging-related conditions—frailty, dementia, polypharmacy—affect 15% of those over 65 globally. Sarcopenia (muscle loss) causes 50% of mobility impairments in seniors. Multimorbidity (average 4+ chronic conditions in elderly) complicates treatment. The global elderly care market will reach $2.7 trillion by 2030. Geroscience explores rapamycin and metformin to delay aging processes. Fall prevention programs reduce hip fractures by 25% through home modifications and balance training. Telemonitoring detects health declines via wearable sensors alerting caregivers. Japan leads in robotics assisting with elder care tasks. Challenges include caregiver shortages—the US needs 3.5 million more caregivers by 2030. Medicare now covers comprehensive geriatric assessments to optimize care plans.",Which drug is being studied for anti-aging effects?,Rapamycin and metformin,DistilBERT,rapamycin and metformin,1.0000001,1,1,,,,,,,,,,,,,,,,,,
medical conditions,"Aging-related conditions—frailty, dementia, polypharmacy—affect 15% of those over 65 globally. Sarcopenia (muscle loss) causes 50% of mobility impairments in seniors. Multimorbidity (average 4+ chronic conditions in elderly) complicates treatment. The global elderly care market will reach $2.7 trillion by 2030. Geroscience explores rapamycin and metformin to delay aging processes. Fall prevention programs reduce hip fractures by 25% through home modifications and balance training. Telemonitoring detects health declines via wearable sensors alerting caregivers. Japan leads in robotics assisting with elder care tasks. Challenges include caregiver shortages—the US needs 3.5 million more caregivers by 2030. Medicare now covers comprehensive geriatric assessments to optimize care plans.",Which drug is being studied for anti-aging effects?,Rapamycin and metformin,BERT,rapamycin,0.7562016,0,0.5,,,,,,,,,,,,,,,,,,
medical conditions,"Aging-related conditions—frailty, dementia, polypharmacy—affect 15% of those over 65 globally. Sarcopenia (muscle loss) causes 50% of mobility impairments in seniors. Multimorbidity (average 4+ chronic conditions in elderly) complicates treatment. The global elderly care market will reach $2.7 trillion by 2030. Geroscience explores rapamycin and metformin to delay aging processes. Fall prevention programs reduce hip fractures by 25% through home modifications and balance training. Telemonitoring detects health declines via wearable sensors alerting caregivers. Japan leads in robotics assisting with elder care tasks. Challenges include caregiver shortages—the US needs 3.5 million more caregivers by 2030. Medicare now covers comprehensive geriatric assessments to optimize care plans.",Which drug is being studied for anti-aging effects?,Rapamycin and metformin,RoBERTa,rapamycin and metformin,1.0000001,1,1,,,,,,,,,,,,,,,,,,
medical conditions,"Aging-related conditions—frailty, dementia, polypharmacy—affect 15% of those over 65 globally. Sarcopenia (muscle loss) causes 50% of mobility impairments in seniors. Multimorbidity (average 4+ chronic conditions in elderly) complicates treatment. The global elderly care market will reach $2.7 trillion by 2030. Geroscience explores rapamycin and metformin to delay aging processes. Fall prevention programs reduce hip fractures by 25% through home modifications and balance training. Telemonitoring detects health declines via wearable sensors alerting caregivers. Japan leads in robotics assisting with elder care tasks. Challenges include caregiver shortages—the US needs 3.5 million more caregivers by 2030. Medicare now covers comprehensive geriatric assessments to optimize care plans.",Which drug is being studied for anti-aging effects?,Rapamycin and metformin,Sentence-BERT,"Aging-related conditions—frailty, dementia, polypharmacy—affect 15% of those over 65 globally",0.16434084,0,0,,,,,,,,,,,,,,,,,,
medical conditions,"Aging-related conditions—frailty, dementia, polypharmacy—affect 15% of those over 65 globally. Sarcopenia (muscle loss) causes 50% of mobility impairments in seniors. Multimorbidity (average 4+ chronic conditions in elderly) complicates treatment. The global elderly care market will reach $2.7 trillion by 2030. Geroscience explores rapamycin and metformin to delay aging processes. Fall prevention programs reduce hip fractures by 25% through home modifications and balance training. Telemonitoring detects health declines via wearable sensors alerting caregivers. Japan leads in robotics assisting with elder care tasks. Challenges include caregiver shortages—the US needs 3.5 million more caregivers by 2030. Medicare now covers comprehensive geriatric assessments to optimize care plans.",Which drug is being studied for anti-aging effects?,Rapamycin and metformin,LDA,No matching content found.,0.022745863,0,0,,,,,,,,,,,,,,,,,,
medical conditions,"Aging-related conditions—frailty, dementia, polypharmacy—affect 15% of those over 65 globally. Sarcopenia (muscle loss) causes 50% of mobility impairments in seniors. Multimorbidity (average 4+ chronic conditions in elderly) complicates treatment. The global elderly care market will reach $2.7 trillion by 2030. Geroscience explores rapamycin and metformin to delay aging processes. Fall prevention programs reduce hip fractures by 25% through home modifications and balance training. Telemonitoring detects health declines via wearable sensors alerting caregivers. Japan leads in robotics assisting with elder care tasks. Challenges include caregiver shortages—the US needs 3.5 million more caregivers by 2030. Medicare now covers comprehensive geriatric assessments to optimize care plans.",How does telemonitoring assist elderly care?,Wearable sensors detect health declines and alert caregivers,DistilBERT,robotics,0.10382877,0,0,,,,,,,,,,,,,,,,,,
medical conditions,"Aging-related conditions—frailty, dementia, polypharmacy—affect 15% of those over 65 globally. Sarcopenia (muscle loss) causes 50% of mobility impairments in seniors. Multimorbidity (average 4+ chronic conditions in elderly) complicates treatment. The global elderly care market will reach $2.7 trillion by 2030. Geroscience explores rapamycin and metformin to delay aging processes. Fall prevention programs reduce hip fractures by 25% through home modifications and balance training. Telemonitoring detects health declines via wearable sensors alerting caregivers. Japan leads in robotics assisting with elder care tasks. Challenges include caregiver shortages—the US needs 3.5 million more caregivers by 2030. Medicare now covers comprehensive geriatric assessments to optimize care plans.",How does telemonitoring assist elderly care?,Wearable sensors detect health declines and alert caregivers,BERT,detects health declines via wearable sensors alerting caregivers,0.9686649,0,0.625,,,,,,,,,,,,,,,,,,
medical conditions,"Aging-related conditions—frailty, dementia, polypharmacy—affect 15% of those over 65 globally. Sarcopenia (muscle loss) causes 50% of mobility impairments in seniors. Multimorbidity (average 4+ chronic conditions in elderly) complicates treatment. The global elderly care market will reach $2.7 trillion by 2030. Geroscience explores rapamycin and metformin to delay aging processes. Fall prevention programs reduce hip fractures by 25% through home modifications and balance training. Telemonitoring detects health declines via wearable sensors alerting caregivers. Japan leads in robotics assisting with elder care tasks. Challenges include caregiver shortages—the US needs 3.5 million more caregivers by 2030. Medicare now covers comprehensive geriatric assessments to optimize care plans.",How does telemonitoring assist elderly care?,Wearable sensors detect health declines and alert caregivers,RoBERTa,wearable sensors alerting caregivers,0.80885315,0,0.5,,,,,,,,,,,,,,,,,,
medical conditions,"Aging-related conditions—frailty, dementia, polypharmacy—affect 15% of those over 65 globally. Sarcopenia (muscle loss) causes 50% of mobility impairments in seniors. Multimorbidity (average 4+ chronic conditions in elderly) complicates treatment. The global elderly care market will reach $2.7 trillion by 2030. Geroscience explores rapamycin and metformin to delay aging processes. Fall prevention programs reduce hip fractures by 25% through home modifications and balance training. Telemonitoring detects health declines via wearable sensors alerting caregivers. Japan leads in robotics assisting with elder care tasks. Challenges include caregiver shortages—the US needs 3.5 million more caregivers by 2030. Medicare now covers comprehensive geriatric assessments to optimize care plans.",How does telemonitoring assist elderly care?,Wearable sensors detect health declines and alert caregivers,Sentence-BERT,Telemonitoring detects health declines via wearable sensors alerting caregivers,0.8579854,0,0.588235294,,,,,,,,,,,,,,,,,,
medical conditions,"Aging-related conditions—frailty, dementia, polypharmacy—affect 15% of those over 65 globally. Sarcopenia (muscle loss) causes 50% of mobility impairments in seniors. Multimorbidity (average 4+ chronic conditions in elderly) complicates treatment. The global elderly care market will reach $2.7 trillion by 2030. Geroscience explores rapamycin and metformin to delay aging processes. Fall prevention programs reduce hip fractures by 25% through home modifications and balance training. Telemonitoring detects health declines via wearable sensors alerting caregivers. Japan leads in robotics assisting with elder care tasks. Challenges include caregiver shortages—the US needs 3.5 million more caregivers by 2030. Medicare now covers comprehensive geriatric assessments to optimize care plans.",How does telemonitoring assist elderly care?,Wearable sensors detect health declines and alert caregivers,LDA,The global elderly care market will reach $2,0.2715202,0,0,,,,,,,,,,,,,,,,,,
medical conditions,"Environmental illnesses result from toxic exposures—asbestos causing mesothelioma, air pollution contributing to 7 million premature deaths yearly. Climate change expands vector-borne diseases (Lyme disease cases doubled since 2000) and heat-related illnesses. Occupational hazards like silicosis affect 30 million workers globally, mostly in developing nations. The EPA links 200+ chemicals to cancers, yet most lack adequate regulation. Treatment focuses on exposure cessation and symptom management—chelation therapy removes heavy metals. The environmental medicine market grows at 8% CAGR as awareness increases. Challenges include proving causation for legal claims—asbestos litigation exceeded $70 billion total. Prevention through policy changes (lead pipe replacements, air quality standards) proves most cost-effective long-term.",How many premature deaths result from air pollution annually?,7 million,DistilBERT,7 million,0.9999998,1,1,,,,,,,,,,,,,,,,,,
medical conditions,"Environmental illnesses result from toxic exposures—asbestos causing mesothelioma, air pollution contributing to 7 million premature deaths yearly. Climate change expands vector-borne diseases (Lyme disease cases doubled since 2000) and heat-related illnesses. Occupational hazards like silicosis affect 30 million workers globally, mostly in developing nations. The EPA links 200+ chemicals to cancers, yet most lack adequate regulation. Treatment focuses on exposure cessation and symptom management—chelation therapy removes heavy metals. The environmental medicine market grows at 8% CAGR as awareness increases. Challenges include proving causation for legal claims—asbestos litigation exceeded $70 billion total. Prevention through policy changes (lead pipe replacements, air quality standards) proves most cost-effective long-term.",How many premature deaths result from air pollution annually?,7 million,BERT,7 million,0.9999998,1,1,,,,,,,,,,,,,,,,,,
medical conditions,"Environmental illnesses result from toxic exposures—asbestos causing mesothelioma, air pollution contributing to 7 million premature deaths yearly. Climate change expands vector-borne diseases (Lyme disease cases doubled since 2000) and heat-related illnesses. Occupational hazards like silicosis affect 30 million workers globally, mostly in developing nations. The EPA links 200+ chemicals to cancers, yet most lack adequate regulation. Treatment focuses on exposure cessation and symptom management—chelation therapy removes heavy metals. The environmental medicine market grows at 8% CAGR as awareness increases. Challenges include proving causation for legal claims—asbestos litigation exceeded $70 billion total. Prevention through policy changes (lead pipe replacements, air quality standards) proves most cost-effective long-term.",How many premature deaths result from air pollution annually?,7 million,RoBERTa,7 million,0.9999998,1,1,,,,,,,,,,,,,,,,,,
medical conditions,"Environmental illnesses result from toxic exposures—asbestos causing mesothelioma, air pollution contributing to 7 million premature deaths yearly. Climate change expands vector-borne diseases (Lyme disease cases doubled since 2000) and heat-related illnesses. Occupational hazards like silicosis affect 30 million workers globally, mostly in developing nations. The EPA links 200+ chemicals to cancers, yet most lack adequate regulation. Treatment focuses on exposure cessation and symptom management—chelation therapy removes heavy metals. The environmental medicine market grows at 8% CAGR as awareness increases. Challenges include proving causation for legal claims—asbestos litigation exceeded $70 billion total. Prevention through policy changes (lead pipe replacements, air quality standards) proves most cost-effective long-term.",How many premature deaths result from air pollution annually?,7 million,Sentence-BERT,"Environmental illnesses result from toxic exposures—asbestos causing mesothelioma, air pollution contributing to 7 million premature deaths yearly",0.15079431,0,0.210526316,,,,,,,,,,,,,,,,,,
medical conditions,"Environmental illnesses result from toxic exposures—asbestos causing mesothelioma, air pollution contributing to 7 million premature deaths yearly. Climate change expands vector-borne diseases (Lyme disease cases doubled since 2000) and heat-related illnesses. Occupational hazards like silicosis affect 30 million workers globally, mostly in developing nations. The EPA links 200+ chemicals to cancers, yet most lack adequate regulation. Treatment focuses on exposure cessation and symptom management—chelation therapy removes heavy metals. The environmental medicine market grows at 8% CAGR as awareness increases. Challenges include proving causation for legal claims—asbestos litigation exceeded $70 billion total. Prevention through policy changes (lead pipe replacements, air quality standards) proves most cost-effective long-term.",How many premature deaths result from air pollution annually?,7 million,LDA,"Environmental illnesses result from toxic exposures—asbestos causing mesothelioma, air pollution contributing to 7 million premature deaths yearly",0.15079431,0,0.210526316,,,,,,,,,,,,,,,,,,
medical conditions,"Environmental illnesses result from toxic exposures—asbestos causing mesothelioma, air pollution contributing to 7 million premature deaths yearly. Climate change expands vector-borne diseases (Lyme disease cases doubled since 2000) and heat-related illnesses. Occupational hazards like silicosis affect 30 million workers globally, mostly in developing nations. The EPA links 200+ chemicals to cancers, yet most lack adequate regulation. Treatment focuses on exposure cessation and symptom management—chelation therapy removes heavy metals. The environmental medicine market grows at 8% CAGR as awareness increases. Challenges include proving causation for legal claims—asbestos litigation exceeded $70 billion total. Prevention through policy changes (lead pipe replacements, air quality standards) proves most cost-effective long-term.",What occupational lung disease affects 30 million workers?,Silicosis,DistilBERT,silicosis,1,1,1,,,,,,,,,,,,,,,,,,
medical conditions,"Environmental illnesses result from toxic exposures—asbestos causing mesothelioma, air pollution contributing to 7 million premature deaths yearly. Climate change expands vector-borne diseases (Lyme disease cases doubled since 2000) and heat-related illnesses. Occupational hazards like silicosis affect 30 million workers globally, mostly in developing nations. The EPA links 200+ chemicals to cancers, yet most lack adequate regulation. Treatment focuses on exposure cessation and symptom management—chelation therapy removes heavy metals. The environmental medicine market grows at 8% CAGR as awareness increases. Challenges include proving causation for legal claims—asbestos litigation exceeded $70 billion total. Prevention through policy changes (lead pipe replacements, air quality standards) proves most cost-effective long-term.",What occupational lung disease affects 30 million workers?,Silicosis,BERT,silicosis,1,1,1,,,,,,,,,,,,,,,,,,
medical conditions,"Environmental illnesses result from toxic exposures—asbestos causing mesothelioma, air pollution contributing to 7 million premature deaths yearly. Climate change expands vector-borne diseases (Lyme disease cases doubled since 2000) and heat-related illnesses. Occupational hazards like silicosis affect 30 million workers globally, mostly in developing nations. The EPA links 200+ chemicals to cancers, yet most lack adequate regulation. Treatment focuses on exposure cessation and symptom management—chelation therapy removes heavy metals. The environmental medicine market grows at 8% CAGR as awareness increases. Challenges include proving causation for legal claims—asbestos litigation exceeded $70 billion total. Prevention through policy changes (lead pipe replacements, air quality standards) proves most cost-effective long-term.",What occupational lung disease affects 30 million workers?,Silicosis,RoBERTa,silicosis,1,1,1,,,,,,,,,,,,,,,,,,
medical conditions,"Environmental illnesses result from toxic exposures—asbestos causing mesothelioma, air pollution contributing to 7 million premature deaths yearly. Climate change expands vector-borne diseases (Lyme disease cases doubled since 2000) and heat-related illnesses. Occupational hazards like silicosis affect 30 million workers globally, mostly in developing nations. The EPA links 200+ chemicals to cancers, yet most lack adequate regulation. Treatment focuses on exposure cessation and symptom management—chelation therapy removes heavy metals. The environmental medicine market grows at 8% CAGR as awareness increases. Challenges include proving causation for legal claims—asbestos litigation exceeded $70 billion total. Prevention through policy changes (lead pipe replacements, air quality standards) proves most cost-effective long-term.",What occupational lung disease affects 30 million workers?,Silicosis,Sentence-BERT,"Occupational hazards like silicosis affect 30 million workers globally, mostly in developing nations",0.5656903,0,0.142857143,,,,,,,,,,,,,,,,,,
medical conditions,"Environmental illnesses result from toxic exposures—asbestos causing mesothelioma, air pollution contributing to 7 million premature deaths yearly. Climate change expands vector-borne diseases (Lyme disease cases doubled since 2000) and heat-related illnesses. Occupational hazards like silicosis affect 30 million workers globally, mostly in developing nations. The EPA links 200+ chemicals to cancers, yet most lack adequate regulation. Treatment focuses on exposure cessation and symptom management—chelation therapy removes heavy metals. The environmental medicine market grows at 8% CAGR as awareness increases. Challenges include proving causation for legal claims—asbestos litigation exceeded $70 billion total. Prevention through policy changes (lead pipe replacements, air quality standards) proves most cost-effective long-term.",What occupational lung disease affects 30 million workers?,Silicosis,LDA,"Occupational hazards like silicosis affect 30 million workers globally, mostly in developing nations",0.5656903,0,0.142857143,,,,,,,,,,,,,,,,,,
medical conditions,"Environmental illnesses result from toxic exposures—asbestos causing mesothelioma, air pollution contributing to 7 million premature deaths yearly. Climate change expands vector-borne diseases (Lyme disease cases doubled since 2000) and heat-related illnesses. Occupational hazards like silicosis affect 30 million workers globally, mostly in developing nations. The EPA links 200+ chemicals to cancers, yet most lack adequate regulation. Treatment focuses on exposure cessation and symptom management—chelation therapy removes heavy metals. The environmental medicine market grows at 8% CAGR as awareness increases. Challenges include proving causation for legal claims—asbestos litigation exceeded $70 billion total. Prevention through policy changes (lead pipe replacements, air quality standards) proves most cost-effective long-term.",What therapy removes heavy metals from the body?,Chelation therapy,DistilBERT,chelation,0.7901746,0,0.666666667,,,,,,,,,,,,,,,,,,
medical conditions,"Environmental illnesses result from toxic exposures—asbestos causing mesothelioma, air pollution contributing to 7 million premature deaths yearly. Climate change expands vector-borne diseases (Lyme disease cases doubled since 2000) and heat-related illnesses. Occupational hazards like silicosis affect 30 million workers globally, mostly in developing nations. The EPA links 200+ chemicals to cancers, yet most lack adequate regulation. Treatment focuses on exposure cessation and symptom management—chelation therapy removes heavy metals. The environmental medicine market grows at 8% CAGR as awareness increases. Challenges include proving causation for legal claims—asbestos litigation exceeded $70 billion total. Prevention through policy changes (lead pipe replacements, air quality standards) proves most cost-effective long-term.",What therapy removes heavy metals from the body?,Chelation therapy,BERT,chelation,0.7901746,0,0.666666667,,,,,,,,,,,,,,,,,,
medical conditions,"Environmental illnesses result from toxic exposures—asbestos causing mesothelioma, air pollution contributing to 7 million premature deaths yearly. Climate change expands vector-borne diseases (Lyme disease cases doubled since 2000) and heat-related illnesses. Occupational hazards like silicosis affect 30 million workers globally, mostly in developing nations. The EPA links 200+ chemicals to cancers, yet most lack adequate regulation. Treatment focuses on exposure cessation and symptom management—chelation therapy removes heavy metals. The environmental medicine market grows at 8% CAGR as awareness increases. Challenges include proving causation for legal claims—asbestos litigation exceeded $70 billion total. Prevention through policy changes (lead pipe replacements, air quality standards) proves most cost-effective long-term.",What therapy removes heavy metals from the body?,Chelation therapy,RoBERTa,chelation,0.7901746,0,0.666666667,,,,,,,,,,,,,,,,,,
medical conditions,"Environmental illnesses result from toxic exposures—asbestos causing mesothelioma, air pollution contributing to 7 million premature deaths yearly. Climate change expands vector-borne diseases (Lyme disease cases doubled since 2000) and heat-related illnesses. Occupational hazards like silicosis affect 30 million workers globally, mostly in developing nations. The EPA links 200+ chemicals to cancers, yet most lack adequate regulation. Treatment focuses on exposure cessation and symptom management—chelation therapy removes heavy metals. The environmental medicine market grows at 8% CAGR as awareness increases. Challenges include proving causation for legal claims—asbestos litigation exceeded $70 billion total. Prevention through policy changes (lead pipe replacements, air quality standards) proves most cost-effective long-term.",What therapy removes heavy metals from the body?,Chelation therapy,Sentence-BERT,Treatment focuses on exposure cessation and symptom management—chelation therapy removes heavy metals,0.64317465,0,0.142857143,,,,,,,,,,,,,,,,,,
